image,celeb,role,movie,description
"https://m.media-amazon.com/images/M/MV5BMzQ5NTE2MDAzOV5BMl5BanBnXkFtZTgwOTQ3MTQ3MjE@._V1_UY209_CR19,0,140,209_AL_.jpg",Jane Fonda,Actress,Klute,"Born in New York City to legendary screen star  and New York socialite Frances Seymour Brokaw, Jane Seymour Fonda was destined early to an uncommon and influential life in the limelight. Although she initially showed little inclination to follow her father's trade, she was prompted by ..."
"https://m.media-amazon.com/images/M/MV5BOTQ3MDc1MTI2Nl5BMl5BanBnXkFtZTcwMzYxMDgzOQ@@._V1_UY209_CR25,0,140,209_AL_.jpg",Amy Schumer,Writer,Trainwreck,"Amy Schumer was born on June 1, 1981 in Manhattan, New York City, New York, USA as Amy Beth Schumer. She is a writer and actress, known for  (2015),  (2013) and  (2017). She has been married to Chris Fischer since February 13, 2018."
"https://m.media-amazon.com/images/M/MV5BNDY2NjYxMDY0MF5BMl5BanBnXkFtZTcwMDc3MTMwNw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Rob Lowe,Actor,St. Elmo's Fire,"Rob Lowe was born in Charlottesville, Virginia, to Barbara Lynn (Hepler), a schoolteacher, and Charles Davis Lowe, a lawyer. His brother is actor . He has German, as well as English, Irish, Scottish, and Welsh ancestry. Lowe's family moved to Dayton, Ohio, when he was a child. Rob broke ..."
"https://m.media-amazon.com/images/M/MV5BMTQ3Mjc3NTAxMl5BMl5BanBnXkFtZTgwNTY4ODIwMDE@._V1_UY209_CR22,0,140,209_AL_.jpg",Sara Rue,Actress,Pearl Harbor,"Sara Rue was born in New York City, New York. She is an actress and producer, known for  (1999),  (2002),  (2002),  (2007),  (2007),  (2012), and  (2001). She stars in the upcoming TV Land comedy, ..."
"https://m.media-amazon.com/images/M/MV5BMjAzMTU4OTI4Ml5BMl5BanBnXkFtZTcwNzAzNDczNw@@._V1_UY209_CR10,0,140,209_AL_.jpg",Jessica McNamee,Actress,Battle of the Sexes,"Jessica McNamee was born in June 1986 in Sydney, Australia. She is an actress, known for  (2017),  (2012) and  (2017)."
"https://m.media-amazon.com/images/M/MV5BZGQ3YTQwNTItMWMyMC00ODg4LWEwZmMtZGI1ZTgxMjU2NDUyXkEyXkFqcGdeQXVyMTIxNjMwNDM@._V1_UY209_CR3,0,140,209_AL_.jpg",Ross Marquand,Actor,The Walking Dead,"Ross Marquand is an American actor native to Denver. Upon receiving his BFA in Theatre from the University of Colorado he moved to Los Angeles and quickly garnered attention in various film and television projects.After portraying the late Paul Newman on ""Mad Men,"" Marquand went on to land perhaps ..."
"https://m.media-amazon.com/images/M/MV5BMTY5MTYyODMyOV5BMl5BanBnXkFtZTgwMzAyMDQ5MTE@._V1_UY209_CR12,0,140,209_AL_.jpg",Mireille Enos,Actress,World War Z,"Mireille Enos was born in Houston, Texas, to Monique, a teacher, and Jon Goree Enos. Her Texas-born American father, and French mother, met while her father was serving on a Mission for the Church of Jesus Christ of Latter Day Saints. She is the fourth of five children and grew up in Houston, Texas..."
"https://m.media-amazon.com/images/M/MV5BMTY0MTM1MTM5Nl5BMl5BanBnXkFtZTcwNzA1OTM3MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Mike Myers,Actor,Austin Powers: The Spy Who Shagged Me,"Michael John Myers was born in 1963 in Scarborough, Ontario, to Alice E. (Hind), an officer supervisor, and Eric Myers, an insurance agent. His parents were both English, and had served in the Royal Air Force and British Army, respectively.Myers' television career really started in 1988, when he ..."
"https://m.media-amazon.com/images/M/MV5BMjIzMjY1NTA4OF5BMl5BanBnXkFtZTcwNjk3MDYwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Naomi Watts,Actress,Mulholland Dr.,"Naomi Ellen Watts was born on September 28, 1968 in Shoreham, England, to Myfanwy Edwards ""Miv"" (Roberts), an antiques dealer and costume/set designer, and  (Peter Anthony Watts), the road manager to . Her maternal grandfather was Welsh. Her father died when Naomi was seven and..."
"https://m.media-amazon.com/images/M/MV5BMTgyNDAyNDE1N15BMl5BanBnXkFtZTcwNjk3ODgyMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Nicole Ari Parker,Actress,Boogie Nights,"Nicole Ari Parker was born on October 7, 1970 in Baltimore, Maryland, USA. She is an actress and producer, known for  (1997),  (2000) and  (1999). She has been married to  since May 21, 2005. They have two children. She was previously married ..."
"https://m.media-amazon.com/images/M/MV5BMzE4ODM2MzY5OV5BMl5BanBnXkFtZTcwNTE5MTU5MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Brooke Shields,Actress,The Blue Lagoon,"""Want to know what comes between me and my Calvins? Nothing"". If you have not heard of Brooke Shields before, this tagline from her  Jeans ad had to grab your attention. Not that she has not had a previously noteworthy resume. She was born on May 31, 1965 in New York City and, at age 12,..."
"https://m.media-amazon.com/images/M/MV5BMTU0ODU2NDI4NV5BMl5BanBnXkFtZTcwMDk3NDM4NA@@._V1_UY209_CR1,0,140,209_AL_.jpg",Rhea Seehorn,Actress,Better Call Saul,"Rhea Seehorn studied painting and drawing from a young age, following in the footsteps of her father and grandmother. Although she continued in the visual arts, she also had a growing passion for the movies and theatre and secretly wanted to become an actor.Not knowing how to pursue the profession,..."
"https://m.media-amazon.com/images/M/MV5BMjg5ODIyMjY0NF5BMl5BanBnXkFtZTcwNDcyNjY0MQ@@._V1_UY209_CR14,0,140,209_AL_.jpg",Jessica Lange,Actress,Tootsie,"Jessica Lange was born in 1949, in Cloquet, Minnesota, USA, where her father worked as a traveling salesman. She obtained a scholarship to study art at the University of Minnesota, but instead went to Paris to study drama. She moved to New York, working as a model, until producer ..."
"https://m.media-amazon.com/images/M/MV5BZTM4ODlhMTEtMmEyNy00M2RhLWE3MDQtY2RhMGVmNjllM2VjXkEyXkFqcGdeQXVyMjQ0NDA5NDM@._V1_UX140_CR0,0,140,209_AL_.jpg",Dacre Montgomery,Actor,Stranger Things,"Dacre was born in 1994 in Perth, Western Australia. His mother is Australian-Canadian and his father is a New Zealander. At the time of his birth both of his parents were working in the film industry and he spent many hours during his childhood on film sets where he developed a love of acting. At ..."
"https://m.media-amazon.com/images/M/MV5BYWMxZWFlY2ItYjhjNC00NDZkLWEzYzItYTczMmY2NzRmMzNlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Wyatt Russell,Actor,Everybody Wants Some!!,"Wyatt Russell was born on July 10, 1986 in Los Angeles, California, USA as Wyatt Hawn Russell. He is an actor, known for  (2016),  (2014) and  (2014)."
"https://m.media-amazon.com/images/M/MV5BMjE2MjI4NTQxN15BMl5BanBnXkFtZTgwMDMyMDg4NTE@._V1_UY209_CR12,0,140,209_AL_.jpg",Jack Black,Actor,The School of Rock,"Jack Black was born Thomas Jacob Black in Santa Monica, California, to Judith Love (Cohen) and Thomas William Black, both satellite engineers. He is of British-German (father) and Russian Jewish (mother) ancestry. Black attended the University of California at Los Angeles. While at UCLA, he was a ..."
"https://m.media-amazon.com/images/M/MV5BMTc5MTQ2OTYwOF5BMl5BanBnXkFtZTYwMzEzMTA1._V1_UX140_CR0,0,140,209_AL_.jpg",Tim Curry,Actor,Congo,"Timothy James Curry was born on April 19, 1946 in Grappenhall, Cheshire, England. His mother, Maura Patricia (Langmead), was a school secretary, and his father, James Curry, was a Methodist Royal Navy chaplain. Curry studied Drama and English at Birmingham University, from which he graduated with ..."
"https://m.media-amazon.com/images/M/MV5BOGViNjYyNmEtODAzNS00ODI4LTllODEtMzM1YTNmNjllNWQyXkEyXkFqcGdeQXVyMTQyOTM4MzU@._V1_UX140_CR0,0,140,209_AL_.jpg",Alexander Ludwig,Actor,Vikings,"Alexander Richard Ludwig was born in Vancouver, Canada. After Starring in the hugely successful blockbuster,  (2012) (for which he received two awards), Alexander went on to work in films such as  (2013) and  (2015) and received critical acclaim and for ..."
"https://m.media-amazon.com/images/M/MV5BMTkzNjAxMTM5N15BMl5BanBnXkFtZTgwNDg5Nzk2NDM@._V1_UX140_CR0,0,140,209_AL_.jpg",Chloe Bennet,Actress,Agents of S.H.I.E.L.D.,"Chloe Bennet is an American actress and singer. She is best know for the ABC Marvel's Agents of S.H.I.E.L.D.Bennet was born Chloe Wang in Chicago, Illinois. Her father is Han Chinese and her mother is Caucasian American.At 15, she moved to China to pursue a singing career under her birth name, ..."
"https://m.media-amazon.com/images/M/MV5BMTc0NDQzODAwNF5BMl5BanBnXkFtZTYwMzUzNTk3._V1_UY209_CR4,0,140,209_AL_.jpg",Eddie Murphy,Actor,The Nutty Professor,"Edward Regan Murphy was born April 3, 1961 in Brooklyn, New York, to Lillian (Laney), a telephone operator, and Charles Edward Murphy, a transit police officer who was also an amateur comedian and actor. After his father died, his mother married Vernon Lynch, a foreman at a Breyer's Ice Cream plant..."
"https://m.media-amazon.com/images/M/MV5BMTU5MDg0NDYwN15BMl5BanBnXkFtZTcwMzczOTA1Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg",Selma Blair,Actress,Cruel Intentions,"One of our most exciting and versatile actresses, Selma Blair first gained attention for her performance in  (1999), a youthful retelling of the classic novel ""Les Liaisons Dangereuses"".Selma was born in Southfield, Michigan, to Molly Ann (Cooke), a judge, and Elliot I. Beitner, a ..."
"https://m.media-amazon.com/images/M/MV5BMTc1NDkwMTQ2MF5BMl5BanBnXkFtZTcwMzY0ODkyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",David Fincher,Director,Se7en,"David Fincher was born in 1962 in Denver, Colorado, and was raised in Marin County, California. When he was 18 years old he went to work for  at Korty Films in Mill Valley. He subsequently worked at ILM (Industrial Light and Magic) from 1981-1983. Fincher left ILM to direct TV commercials..."
"https://m.media-amazon.com/images/M/MV5BOTM4MmZjMzktNTZkYS00MDgwLWFjYjItOTA0MmRkZmZjZjJkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY209_CR14,0,140,209_AL_.jpg",Raquel Welch,Actress,The Three Musketeers,"A new reigning 1960s international sex symbol took to the cinematic throne as soon as Raquel Welch emerged from the sea in her purposely depleted, furry prehistoric bikini. Tantalizingly wet with her garb clinging to all the right amazonian places,  (1966), if nothing else, ..."
"https://m.media-amazon.com/images/M/MV5BMjE0NzM5MTc5OF5BMl5BanBnXkFtZTgwMjc3ODYxODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Michael Shannon,Actor,Midnight Special,"Michael Corbett Shannon was born and raised in Lexington, Kentucky, the son of Geraldine Hine, a lawyer, and Donald Sutherlin Shannon, an accounting professor at DePaul University. His grandfather was entomologist Raymond Corbett Shannon.Shannon began his professional stage career in Chicago. His ..."
"https://m.media-amazon.com/images/M/MV5BMTYzNDY4MDc0OF5BMl5BanBnXkFtZTYwODM4MDY0._V1_UY209_CR5,0,140,209_AL_.jpg",Doug Jones,Actor,Hellboy II: The Golden Army,"The youngest of four brothers, Doug Jones was born on May 24, 1960 in Indianapolis, Indiana, and grew up in the city's Northeastside. After attending Bishop Chatard High School, he headed off to Ball State University, where he graduated in 1982 with a Bachelor's degree in Telecommunications, with a..."
"https://m.media-amazon.com/images/M/MV5BYTUxODkzYTYtNTMxOS00YWI2LWE4OTctODk1YTM1YTZjYmQ3XkEyXkFqcGdeQXVyNjM0NjkwNTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Katherine Langford,Actress,"Love, Simon","Katherine Langford (born 29 April 1996) is an Australian actress. She is known for starring as Hannah Baker in the 2017 Netflix series  (2017), based on the novel of the same name, for which she received a Golden Globe Award nomination. In 2018, she appeared as Vesna in the ..."
"https://m.media-amazon.com/images/M/MV5BNWY4MDkyNGMtN2U1MS00MGNkLWFkMTctMDAzMDIxNjVjNTUyXkEyXkFqcGdeQXVyOTg2MjUwNQ@@._V1_UY209_CR34,0,140,209_AL_.jpg",Wendi McLendon-Covey,Actress,Bridesmaids,"Wendi McLendon-Covey is best known for her playing Beverly Goldberg on ""The Goldbergs"", Deputy Clementine Johnson on ""Reno 911!"", Liz the crazy cat lady on ""Rules of Engagement"", Lydia Mayhew on ""Lovespring International"", and Rita in ""Bridesmaids."" Wendi was in the Sunday Company at L.A.s famed ..."
"https://m.media-amazon.com/images/M/MV5BMTYyMDUyNjE5MV5BMl5BanBnXkFtZTgwNTA5NDU5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Jolene Blalock,Actress,Enterprise,"Jolene Blalock was born and raised in San Diego, California. At age 16, she left home to pursue a modeling career in Europe and Asia. It was on a 1998 trip back to the United States that Blalock was compelled to flex her untested acting skills, and after a few commercial appearances and some ..."
"https://m.media-amazon.com/images/M/MV5BMTI3NDE3NTAyOF5BMl5BanBnXkFtZTcwNTg0MDEwMg@@._V1_UY209_CR10,0,140,209_AL_.jpg",Maria Bello,Actress,A History of Violence,"Maria Bello was born on 18 April, 1967 in Norristown, Pennsylvania, to Kathy, a nurse and teacher, and Joe Bello, a contractor. She is of Italian and Polish descent. Maria went to Villanova University, majoring in political science. She had every intention of becoming a lawyer, but she took an ..."
"https://m.media-amazon.com/images/M/MV5BZDFjNWZjNzktODU5OC00MGZjLWIxZTgtYmJhNmJkZDJiYjVkXkEyXkFqcGdeQXVyMzY0NzA4OTU@._V1_UX140_CR0,0,140,209_AL_.jpg",Grace Dove,Actress,The Revenant,"Grace Dove is an Indigenous actress based in Vancouver, BC and Los Angeles, CA. She reached an international spotlight as Leonardo DiCaprio's wife in ""The Revenant"" directed by Alejandro González Iñárritu. Dove is Secwépemc First Nation from Tsq'escen' (Canim Lake Band) near 100 Mile House, BC. She..."
"https://m.media-amazon.com/images/M/MV5BMTYzODUyMTU5M15BMl5BanBnXkFtZTcwNTQ0ODk2Mw@@._V1_UY209_CR7,0,140,209_AL_.jpg",Kieran Culkin,Actor,Igby Goes Down,"Kieran Kyle Culkin was born September 30, 1982 in New York City, New York. He is the son of , a former stage and child actor, and Patricia Brentrup. He is the brother of , , , , , and . His mother, who is from ..."
"https://m.media-amazon.com/images/M/MV5BMTM4MTY3NTQyMF5BMl5BanBnXkFtZTYwMTk2MzQ2._V1_UX140_CR0,0,140,209_AL_.jpg",Audrey Hepburn,Actress,Breakfast at Tiffany's,"Audrey Hepburn was born on May 4, 1929 in Ixelles, Brussels, Belgium. She was a blue-blood and a cosmopolitan from birth. Her mother, , was of a Dutch descent, and her father, Joseph Victor Anthony Hepburn-Ruston, was born in Úzice, Bohemia, and of an English and Austrian ..."
"https://m.media-amazon.com/images/M/MV5BNTM0Y2YzODgtZmRiMS00MmVjLWIyZWItNjAyY2IyZDU2MjA3XkEyXkFqcGdeQXVyMTk3NzQ0MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Matt Shively,Actor,The Real O'Neals,"Matthew realized he loved to entertain in the 4th grade when he was the lead in the Christmas play at school, The Polar Express. He then went on to such productions as Footloose, Guys and Dolls, How to Succeed in Business Without Really Trying, and Dracula. He then decided to pursue his acting ..."
"https://m.media-amazon.com/images/M/MV5BMTYzNjA1MzY2NF5BMl5BanBnXkFtZTgwMjcxMDM2NDM@._V1_UX140_CR0,0,140,209_AL_.jpg",Kimiko Glenn,Actress,Orange Is the New Black,"Kimiko Glenn was born and raised in Phoenix, AZ, where she grew up with her sister Amanda, and parents Mark and Sumiko. She started doing theater when she was ten years old at Valley Youth Theatre and there, began developing her love for performing.Halfway through her freshman year of college at ..."
"https://m.media-amazon.com/images/M/MV5BMTcxOTUwMDI0OF5BMl5BanBnXkFtZTcwNjIyNzkzNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Billy Bob Thornton,Actor,Sling Blade,"Billy Bob Thornton was born on August 4, 1955 in Hot Springs, Arkansas, to Virginia Roberta (Faulkner), a psychic, and William Raymond (Billy Ray) Thornton, an educator, high school history teacher, and basketball coach (now deceased). He is the older brother of James Donald (Jimmy Don) (born in ..."
"https://m.media-amazon.com/images/M/MV5BODE4MDE0MDEzMl5BMl5BanBnXkFtZTgwNjI1NTU5MDE@._V1_UY209_CR10,0,140,209_AL_.jpg",Sally Hawkins,Actress,The Shape of Water,"Sally Cecilia Hawkins was born in 1976 in Lewisham hospital, London, England, to Jacqui and Colin Hawkins, authors and illustrators of children's books. She is of English and Irish descent. Hawkins was brought up in Greenwich, in southeast London. She attended James Allen's Girls' School in Dulwich..."
"https://m.media-amazon.com/images/M/MV5BMjAyNjc2NzgxM15BMl5BanBnXkFtZTgwODQyMjM1MjE@._V1_UY209_CR6,0,140,209_AL_.jpg",Allison Janney,Actress,The Help,"Allison Janney is an award-winning actress who has earned a solid reputation in stage productions and in many supporting roles on screen, and who more recently has become prominent by portraying one of the major characters in the popular TV series  (1999).Entertainment Weekly magazine ..."
"https://m.media-amazon.com/images/M/MV5BMTMyMzQ1Mjk3M15BMl5BanBnXkFtZTcwNzk3ODMxNw@@._V1_UY209_CR10,0,140,209_AL_.jpg",Claire Danes,Actress,My So-Called Life,"New Yorker Claire Catherine Danes was born in Manhattan, the daughter of Carla (Hall), a day-care provider and artist, and Christopher Danes, a computer consultant and photographer. She has an older brother, Asa. Her paternal grandfather, Gibson Andrew Danes, was a Dean of the Yale School of Art ..."
"https://m.media-amazon.com/images/M/MV5BMTk4NTE3MjEwMF5BMl5BanBnXkFtZTYwODkzNTkz._V1_UX140_CR0,0,140,209_AL_.jpg",Ted Levine,Actor,The Silence of the Lambs,"Born in May 1957 in Bellaire, Ohio, he was among the last graduating class of the Windsor Mountain School in Lennox, Massachusetts. Attended Marlboro College in Vermont. Performed in summer stock and regional theatres in Vermont, Michigan and West Virginia before settling in Chicago and joining The..."
"https://m.media-amazon.com/images/M/MV5BMjM4ODU5MDY4MV5BMl5BanBnXkFtZTgwODY1MjQ5MDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Carrie Fisher,Actress,Star Wars,"Carrie Frances Fisher was born on October 21, 1956 in Burbank, California, to singers/actors  and . She was an actress and writer known for  (1977),  (1980) and ..."
"https://m.media-amazon.com/images/M/MV5BMTYwMDYxODE3MF5BMl5BanBnXkFtZTcwMjQxNjI5Ng@@._V1_UY209_CR5,0,140,209_AL_.jpg",Matt Smith,Actor,Doctor Who,"Matt Smith is an English actor who shot to fame in the UK aged 26 when he was cast by producer  as the Eleventh Doctor in the BBC's iconic science-fiction adventure series  (2005).Matthew Robert Smith was born and raised in Northampton, the son of Lynne (Fidler) and David ..."
"https://m.media-amazon.com/images/M/MV5BOTQxMTEyMjI0NV5BMl5BanBnXkFtZTgwODE4ODAzMjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Kevin Bacon,Actor,Footloose,"Kevin Norwood Bacon was born on July 8, 1958 in Philadelphia, Pennsylvania, to Ruth Hilda (Holmes), an elementary school teacher, and Edmund Norwood Bacon, a prominent architect who was on the cover of Time Magazine in November 1964.Kevin's early training as an actor came from The Manning Street. ..."
"https://m.media-amazon.com/images/M/MV5BNjE1OTQ0ODY5MV5BMl5BanBnXkFtZTgwMDI4OTQzNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",K.J. Apa,Actor,Riverdale,"K.J. Apa was born on June 16, 1997 in Auckland, New Zealand as Keneti James Fitzgerald Apa. He is an actor, known for  (2016),  (2016) and  (2017)."
"https://m.media-amazon.com/images/M/MV5BMjIyMzgxMzc5N15BMl5BanBnXkFtZTgwNDg3NzYzMDI@._V1_UY209_CR32,0,140,209_AL_.jpg",Letitia Wright,Actress,Black Panther,"Letitia Wright is a British-Guyanese actress. She is known for her portrayal of Shuri in the Marvel Cinematic Universe, beginning in 2018 with  (2018) and  (2018), and for the film  (2015). She has also starred in  (2018) and ..."
"https://m.media-amazon.com/images/M/MV5BMzU2MDk5MDI2MF5BMl5BanBnXkFtZTcwNDkwMjMzNA@@._V1_UY209_CR1,0,140,209_AL_.jpg",Denis Villeneuve,Director,Blade Runner 2049,"Denis Villeneuve is a French Canadian film director and writer. He was born in 1967, in Trois-Rivières, Québec, Canada. He started his career as a filmmaker at the National Film Board of Canada. He is best known for his feature films  (2016),  (2015),  (2013),  (2013), ..."
"https://m.media-amazon.com/images/M/MV5BMjEzNTI4MzAzNl5BMl5BanBnXkFtZTcwNTEyNzQ1NA@@._V1_UY209_CR8,0,140,209_AL_.jpg",Tricia Helfer,Actress,Battlestar Galactica,"Tricia Helfer is a Canadian cover girl model-turned-actress who has developed her resume beyond the catwalk to include many diverse roles highlighting her versatile and natural screen presence. Best known as the face of the series, and for her Leo award-winning lead performance as the humanoid, ..."
"https://m.media-amazon.com/images/M/MV5BMTc0MDQ5MDUzMF5BMl5BanBnXkFtZTgwMjIwNTU5MTE@._V1_UY209_CR13,0,140,209_AL_.jpg",Goldie Hawn,Actress,Overboard,"Goldie Jeanne Hawn was born on November 21, 1945 in Washington D.C. to  (née Steinhoff), a jewelry shop/dance school owner, and , a band musician. She has a sister, , and a brother, Edward, who died in infancy before her birth. She was raised in the Jewish religion. Her ..."
"https://m.media-amazon.com/images/M/MV5BMTQ2NzY3NzMzM15BMl5BanBnXkFtZTYwNzEzNTE2._V1_UX140_CR0,0,140,209_AL_.jpg",Lynn Collins,Actress,X-Men Origins: Wolverine,"Viola Lynn Collins was born in Houston, Texas, to Patricia Lynn (Campbell) and Phillip Dean Collins. She attended the Juilliard School for Drama and had a great deal of Shakespearean training before being cast as ""Portia"" in ""The Merchant of Venice"". She also played ""Ophelia"" in a production of ""..."
"https://m.media-amazon.com/images/M/MV5BMTQxNjY1OTA1NF5BMl5BanBnXkFtZTcwNTcxMTAzNQ@@._V1_UY209_CR17,0,140,209_AL_.jpg",Sam Neill,Actor,Hunt for the Wilderpeople,"Sam Neill was born in Omagh, Co. Tyrone, Northern Ireland, to army parents, an English-born mother, Priscilla Beatrice (Ingham), and a New Zealand-born father, Dermot Neill. His family moved to the South Island of New Zealand in 1954. He went to boarding schools and then attended the universities ..."
"https://m.media-amazon.com/images/M/MV5BMjE4MDI5NTIzOF5BMl5BanBnXkFtZTgwNTYzMzE2NzE@._V1_UY209_CR10,0,140,209_AL_.jpg",Spencer Treat Clark,Actor,Animal Kingdom,"Spencer Treat Clark is from the New York City suburbs. He began acting at an early age, appearing in films like Gladiator and Unbreakable. He attended Columbia University in New York City where he studied political science and economics. His older sister, Eliza Clark, is a playwright and ..."
"https://m.media-amazon.com/images/M/MV5BNjYyNzIyNDYyN15BMl5BanBnXkFtZTgwOTAxMTUyOTE@._V1_UY209_CR35,0,140,209_AL_.jpg",Julie Benz,Actress,Dexter,"was born in Pittsburgh, Pennsylvania, USA on May 1, 1972. Julie's father is a Pittsburgh surgeon and her mother is a figure ice skater. The family settled in nearby Murrysville, when Julie was two, and she started ice skating at age three. She competed in the 1988 U.S. Championships in ..."
"https://m.media-amazon.com/images/M/MV5BMjAwNjM5Njg5M15BMl5BanBnXkFtZTgwMjY5NTQ4NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Ariel Winter,Actress,Sofia the First,"Ariel Winter is one of Hollywood's most promising young talents with notable roles both in both television and film. Ariel stars on ABC's critically acclaimed and Emmy® winning hit series, "" (2009)."" Winter plays 'Alex Dunphy,' the brainy middle child in the Dunphy family, opposite ..."
"https://m.media-amazon.com/images/M/MV5BNjQ3ODY4MjQ2M15BMl5BanBnXkFtZTgwMzAzMzU5MTE@._V1_UY209_CR10,0,140,209_AL_.jpg",Summer Glau,Actress,Serenity,"Summer is a native of San Antonio, Texas. She's been a ballerina most of her life. Her debut was in various commercials and a guest appearance on the WB's  (1999). She has gone on to star on the TV series  (2002) as well as its follow-up movie  (2005) and the TV series ..."
"https://m.media-amazon.com/images/M/MV5BMjAwNTUxMTM4OF5BMl5BanBnXkFtZTcwNjUyNzc4Mg@@._V1_UY209_CR3,0,140,209_AL_.jpg",Josh Radnor,Actor,Liberal Arts,"Josh Radnor was born in Columbus, Ohio, the son of Carol Radnor, a high school guidance counselor, and Alan Radnor, a medical malpractice lawyer. Radnor has two sisters, Melanie Radnor and Joanna Radnor Vilensky. He grew up in Bexley, Ohio, a small city nested inside Columbus. Radnor attended ..."
"https://m.media-amazon.com/images/M/MV5BMTI4OTk0MjQ1OV5BMl5BanBnXkFtZTcwNTE3NjM3Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Josh Hutcherson,Actor,The Hunger Games,"Joshua Ryan Hutcherson was born on October 12, 1992 in Union, Kentucky to , who worked for Delta Air Lines, and Chris Hutcherson, an EPA analyst. He has one younger brother, . From the age of four, Josh knew that he wanted to be an actor. In order to pursue his ..."
"https://m.media-amazon.com/images/M/MV5BNDU4ODc3NDgzMV5BMl5BanBnXkFtZTgwMDExNTg4MDE@._V1_UY209_CR0,0,140,209_AL_.jpg",Sammi Hanratty,Actress,The Lost Medallion: The Adventures of Billy Stone,"Sammi Hanratty has been acting for more than half her life. She's had the pleasure of working with some of Hollywood's biggest names including Academy Award winning director Robert Zemeckis, Simon West, Barry Sonnenfeld, Jim Carrey, Robin Wright, Gary Oldman, Cary Elwes, Ray Liotta, Cuba Gooding Jr..."
"https://m.media-amazon.com/images/M/MV5BMjgwODNlOGMtODMxMC00ZGZlLWI3YTQtZjkzMmIwOGZiNzlhXkEyXkFqcGdeQXVyMTA0MDM3MTI@._V1_UY209_CR116,0,140,209_AL_.jpg",Simon Baker,Actor,The Mentalist,"Simon Baker was first recognized in 1992, when he received Australia's prestigious Logie award for Most Popular New Talent. Upon relocating to Los Angeles with his family, Baker was immediately cast in the Academy Award winning film  (1997)."
"https://m.media-amazon.com/images/M/MV5BMTA2OTE1Njg4NjVeQTJeQWpwZ15BbWU3MDAyNjU4MDM@._V1_UY209_CR15,0,140,209_AL_.jpg",Jean-Claude Van Damme,Actor,Double Team,"Van Damme was born Jean-Claude Camille François Van Varenberg in Berchem-Sainte-Agathe, Brussels, Belgium, to Eliana and Eugène Van Varenberg, an accountant. ""The Muscles from Brussels"" started martial arts at the age of eleven. His father introduced him to martial arts when he saw his son was ..."
"https://m.media-amazon.com/images/M/MV5BNjkwNDgyMzMxNl5BMl5BanBnXkFtZTcwMDYyMjc0OQ@@._V1_UY209_CR24,0,140,209_AL_.jpg",Tara Reid,Actress,American Pie,"Born in Wyckoff, New Jersey, USA on November 8, 1975. She got her career start at six, when she appeared on a children's game show called  (1982). Later, she appeared in commercials for Jell-O, McDonald's, and Crayola. She attended the Professional Children's School in New York City. Her..."
"https://m.media-amazon.com/images/M/MV5BMjQ3ODQzMzQ3OV5BMl5BanBnXkFtZTgwNTg3MjI5NDE@._V1_UY209_CR8,0,140,209_AL_.jpg",Leighton Meester,Actress,Gossip Girl,"Leighton Marissa Meester was born in Fort Worth, Texas, to Constance Lynn (Haas) and Douglas Jay Meester. Although born in Texas, Meester spent her early years in Marco Island, Florida with her grandparents. There, she became involved with the local playhouse and made her stage debut in a ..."
"https://m.media-amazon.com/images/M/MV5BMTg0MTAxOTM1N15BMl5BanBnXkFtZTcwMzI5NzQyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Gina Carano,Actress,Haywire,"Gina Joy Carano was born under a tornado warning in Dallas, Texas, to parents Dana Joy (Cason) and Glenn Thomas Carano. Her father played for the Super Bowl Champion Dallas Cowboys as a backup quarterback for Roger Staubach and Danny White from 1977-1983. In 1984, he was the starting quarterback ..."
"https://m.media-amazon.com/images/M/MV5BZGM0MWQxYTEtYWIwMS00MTljLThhYTEtYTViNzhmMTY5Nzc1XkEyXkFqcGdeQXVyMTAwODk1MDk@._V1_UX140_CR0,0,140,209_AL_.jpg",Jessica Henwick,Actress,Game of Thrones,"Jessica Henwick is an English actress. She is best known for her roles as Nymeria Sand in the HBO series  (2011), and Colleen Wing in the Marvel Cinematic Universe, making her debut in the Netflix television series Iron Fist.Her film debut was ..."
